symbol,company_name,isin,series,exchange_primary,nse_symbol,tags,bse_symbol,bse_code,paired_nse_symbol,include_flag,yahoo_ticker_ns,yahoo_ticker_bo,priority
PROTEAN,Protean eGov Technologies Limited,INE004A01022,EQ,NSE,PROTEAN,ALL_NSE,,,,YES,PROTEAN.NS,,7
PROZONER,Prozone Realty Limited,INE195N01013,EQ,NSE,PROZONER,ALL_NSE,,,,YES,PROZONER.NS,,7
PRSMJOHNSN,Prism Johnson Limited,INE010A01011,EQ,NSE,PRSMJOHNSN,ALL_NSE,,,,YES,PRSMJOHNSN.NS,,7
PRUDENT,Prudent Corporate Advisory Services Limited,INE00F201020,EQ,NSE,PRUDENT,ALL_NSE,,,,YES,PRUDENT.NS,,7
PRUDMOULI,Prudential Sugar Corporation Limited,INE024D01016,EQ,NSE,PRUDMOULI,ALL_NSE,,,,YES,PRUDMOULI.NS,,7
PSB,Punjab & Sind Bank,INE608A01012,EQ,NSE,PSB,ALL_NSE,,,,YES,PSB.NS,,7
PSPPROJECT,PSP Projects Limited,INE488V01015,EQ,NSE,PSPPROJECT,ALL_NSE,,,,YES,PSPPROJECT.NS,,7
PTC,PTC India Limited,INE877F01012,EQ,NSE,PTC,ALL_NSE,,,,YES,PTC.NS,,7
PTL,PTL Enterprises Limited,INE034D01049,EQ,NSE,PTL,ALL_NSE,,,,YES,PTL.NS,,7
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,INE277B01014,EQ,NSE,PUNJABCHEM,ALL_NSE,,,,YES,PUNJABCHEM.NS,,7
PURVA,Puravankara Limited,INE323I01011,EQ,NSE,PURVA,ALL_NSE,,,,YES,PURVA.NS,,7
PVP,PVP Ventures Limited,INE362A01016,EQ,NSE,PVP,ALL_NSE,,,,YES,PVP.NS,,7
PVSL,Popular Vehicles and Services Limited,INE772T01024,EQ,NSE,PVSL,ALL_NSE,,,,YES,PVSL.NS,,7
PYRAMID,Pyramid Technoplast Limited,INE0MIS01010,EQ,NSE,PYRAMID,ALL_NSE,,,,YES,PYRAMID.NS,,7
QPOWER,Quality Power Electrical Equipments Limited,INE0SII01026,EQ,NSE,QPOWER,ALL_NSE,,,,YES,QPOWER.NS,,7
QUADFUTURE,Quadrant Future Tek Limited,INE0LRY01011,EQ,NSE,QUADFUTURE,ALL_NSE,,,,YES,QUADFUTURE.NS,,7
QUESS,Quess Corp Limited,INE615P01015,EQ,NSE,QUESS,ALL_NSE,,,,YES,QUESS.NS,,7
QUICKHEAL,Quick Heal Technologies Limited,INE306L01010,EQ,NSE,QUICKHEAL,ALL_NSE,,,,YES,QUICKHEAL.NS,,7
QUINTEGRA,Quintegra Solutions Limited,INE033B01011,BE,NSE,QUINTEGRA,ALL_NSE,,,,YES,QUINTEGRA.NS,,7
RACE,Race Eco Chain Limited,INE084Q01012,BE,NSE,RACE,ALL_NSE,,,,YES,RACE.NS,,7
RACLGEAR,RACL Geartech Limited,INE704B01017,EQ,NSE,RACLGEAR,ALL_NSE,,,,YES,RACLGEAR.NS,,7
RADAAN,Radaan Mediaworks India Limited,INE874F01027,EQ,NSE,RADAAN,ALL_NSE,,,,YES,RADAAN.NS,,7
RADHIKAJWE,Radhika Jeweltech Limited,INE583V01021,EQ,NSE,RADHIKAJWE,ALL_NSE,,,,YES,RADHIKAJWE.NS,,7
RADIANTCMS,Radiant Cash Management Services Limited,INE855R01021,EQ,NSE,RADIANTCMS,ALL_NSE,,,,YES,RADIANTCMS.NS,,7
RADIOCITY,Music Broadcast Limited,INE919I01024,BE,NSE,RADIOCITY,ALL_NSE,,,,YES,RADIOCITY.NS,,7
RAIN,Rain Industries Limited,INE855B01025,EQ,NSE,RAIN,ALL_NSE,,,,YES,RAIN.NS,,7
RAJESHEXPO,Rajesh Exports Limited,INE343B01030,BZ,NSE,RAJESHEXPO,ALL_NSE,,,,YES,RAJESHEXPO.NS,,7
RAJMET,Rajnandini Metal Limited,INE00KV01022,BE,NSE,RAJMET,ALL_NSE,,,,YES,RAJMET.NS,,7
RAJOOENG,Rajoo Engineers Limited,INE535F01024,EQ,NSE,RAJOOENG,ALL_NSE,,,,YES,RAJOOENG.NS,,7
RAJRATAN,Rajratan Global Wire Limited,INE451D01029,EQ,NSE,RAJRATAN,ALL_NSE,,,,YES,RAJRATAN.NS,,7
RAJRILTD,Raj Rayon Industries Limited,INE533D01032,BE,NSE,RAJRILTD,ALL_NSE,,,,YES,RAJRILTD.NS,,7
RAJSREESUG,Rajshree Sugars & Chemicals Limited,INE562B01019,EQ,NSE,RAJSREESUG,ALL_NSE,,,,YES,RAJSREESUG.NS,,7
RAJTV,Raj Television Network Limited,INE952H01027,EQ,NSE,RAJTV,ALL_NSE,,,,YES,RAJTV.NS,,7
RAJVIR,Rajvir Industries Limited,INE011H01014,BZ,NSE,RAJVIR,ALL_NSE,,,,YES,RAJVIR.NS,,7
RALLIS,Rallis India Limited,INE613A01020,EQ,NSE,RALLIS,ALL_NSE,,,,YES,RALLIS.NS,,7
RAMANEWS,Shree Rama Newsprint Limited,INE278B01020,EQ,NSE,RAMANEWS,ALL_NSE,,,,YES,RAMANEWS.NS,,7
RAMAPHO,Rama Phosphates Limited,INE809A01032,EQ,NSE,RAMAPHO,ALL_NSE,,,,YES,RAMAPHO.NS,,7
RAMASTEEL,Rama Steel Tubes Limited,INE230R01035,EQ,NSE,RAMASTEEL,ALL_NSE,,,,YES,RAMASTEEL.NS,,7
RAMCOIND,Ramco Industries Limited,INE614A01028,EQ,NSE,RAMCOIND,ALL_NSE,,,,YES,RAMCOIND.NS,,7
RAMCOSYS,Ramco Systems Limited,INE246B01019,EQ,NSE,RAMCOSYS,ALL_NSE,,,,YES,RAMCOSYS.NS,,7
RAMKY,Ramky Infrastructure Limited,INE874I01013,EQ,NSE,RAMKY,ALL_NSE,,,,YES,RAMKY.NS,,7
RAMRAT,Ram Ratna Wires Limited,INE207E01023,EQ,NSE,RAMRAT,ALL_NSE,,,,YES,RAMRAT.NS,,7
RANASUG,Rana Sugars Limited,INE625B01014,EQ,NSE,RANASUG,ALL_NSE,,,,YES,RANASUG.NS,,7
RANEHOLDIN,Rane Holdings Limited,INE384A01010,EQ,NSE,RANEHOLDIN,ALL_NSE,,,,YES,RANEHOLDIN.NS,,7
RATEGAIN,Rategain Travel Technologies Limited,INE0CLI01024,EQ,NSE,RATEGAIN,ALL_NSE,,,,YES,RATEGAIN.NS,,7
RATNAMANI,Ratnamani Metals & Tubes Limited,INE703B01027,EQ,NSE,RATNAMANI,ALL_NSE,,,,YES,RATNAMANI.NS,,7
RATNAVEER,Ratnaveer Precision Engineering Limited,INE05CZ01011,EQ,NSE,RATNAVEER,ALL_NSE,,,,YES,RATNAVEER.NS,,7
RAYMOND,Raymond Limited,INE301A01014,EQ,NSE,RAYMOND,ALL_NSE,,,,YES,RAYMOND.NS,,7
RAYMONDLSL,Raymond Lifestyle Limited,INE02ID01020,EQ,NSE,RAYMONDLSL,ALL_NSE,,,,YES,RAYMONDLSL.NS,,7
RAYMONDREL,Raymond Realty Limited,INE1SY401010,EQ,NSE,RAYMONDREL,ALL_NSE,,,,YES,RAYMONDREL.NS,,7
RBA,Restaurant Brands Asia Limited,INE07T201019,EQ,NSE,RBA,ALL_NSE,,,,YES,RBA.NS,,7
RBZJEWEL,RBZ Jewellers Limited,INE0PEQ01016,EQ,NSE,RBZJEWEL,ALL_NSE,,,,YES,RBZJEWEL.NS,,7
RCF,Rashtriya Chemicals and Fertilizers Limited,INE027A01015,EQ,NSE,RCF,ALL_NSE,,,,YES,RCF.NS,,7
RCOM,Reliance Communications Limited,INE330H01018,BE,NSE,RCOM,ALL_NSE,,,,YES,RCOM.NS,,7
REDTAPE,Redtape Limited,INE0LXT01019,EQ,NSE,REDTAPE,ALL_NSE,,,,YES,REDTAPE.NS,,7
REFEX,Refex Industries Limited,INE056I01025,EQ,NSE,REFEX,ALL_NSE,,,,YES,REFEX.NS,,7
REGAAL,Regaal Resources Limited,INE0MHO01029,EQ,NSE,REGAAL,ALL_NSE,,,,YES,REGAAL.NS,,7
REGENCERAM,Regency Ceramics Limited,INE277C01012,EQ,NSE,REGENCERAM,ALL_NSE,,,,YES,REGENCERAM.NS,,7
RELAXO,Relaxo Footwears Limited,INE131B01039,EQ,NSE,RELAXO,ALL_NSE,,,,YES,RELAXO.NS,,7
RELCHEMQ,Reliance Chemotex Industries Limited,INE750D01016,EQ,NSE,RELCHEMQ,ALL_NSE,,,,YES,RELCHEMQ.NS,,7
RELIABLE,Reliable Data Services Limited,INE375Y01018,EQ,NSE,RELIABLE,ALL_NSE,,,,YES,RELIABLE.NS,,7
RELIGARE,Religare Enterprises Limited,INE621H01010,EQ,NSE,RELIGARE,ALL_NSE,,,,YES,RELIGARE.NS,,7
RELINFRA,Reliance Infrastructure Limited,INE036A01016,BE,NSE,RELINFRA,ALL_NSE,,,,YES,RELINFRA.NS,,7
RELTD,Ravindra Energy Limited,INE206N01018,EQ,NSE,RELTD,ALL_NSE,,,,YES,RELTD.NS,,7
REMSONSIND,Remsons Industries Limited,INE474C01023,EQ,NSE,REMSONSIND,ALL_NSE,,,,YES,REMSONSIND.NS,,7
RENUKA,Shree Renuka Sugars Limited,INE087H01022,EQ,NSE,RENUKA,ALL_NSE,,,,YES,RENUKA.NS,,7
REPCOHOME,Repco Home Finance Limited,INE612J01015,EQ,NSE,REPCOHOME,ALL_NSE,,,,YES,REPCOHOME.NS,,7
REPL,Rudrabhishek Enterprises Limited,INE364Z01019,BE,NSE,REPL,ALL_NSE,,,,YES,REPL.NS,,7
REPRO,Repro India Limited,INE461B01014,EQ,NSE,REPRO,ALL_NSE,,,,YES,REPRO.NS,,7
RESPONIND,Responsive Industries Limited,INE688D01026,EQ,NSE,RESPONIND,ALL_NSE,,,,YES,RESPONIND.NS,,7
RETAIL,JHS Svendgaard Retail Ventures Limited,INE03DD01011,EQ,NSE,RETAIL,ALL_NSE,,,,YES,RETAIL.NS,,7
RGL,Renaissance Global Limited,INE722H01024,EQ,NSE,RGL,ALL_NSE,,,,YES,RGL.NS,,7
RHETAN,Rhetan TMT Limited,INE0KKN01029,EQ,NSE,RHETAN,ALL_NSE,,,,YES,RHETAN.NS,,7
RHFL,Reliance Home Finance Limited,INE217K01011,BZ,NSE,RHFL,ALL_NSE,,,,YES,RHFL.NS,,7
RHL,Robust Hotels Limited,INE508K01013,EQ,NSE,RHL,ALL_NSE,,,,YES,RHL.NS,,7
RICOAUTO,Rico Auto Industries Limited,INE209B01025,EQ,NSE,RICOAUTO,ALL_NSE,,,,YES,RICOAUTO.NS,,7
RIIL,Reliance Industrial Infrastructure Limited,INE046A01015,EQ,NSE,RIIL,ALL_NSE,,,,YES,RIIL.NS,,7
RISHABH,Rishabh Instruments Limited,INE0N2P01017,EQ,NSE,RISHABH,ALL_NSE,,,,YES,RISHABH.NS,,7
RITCO,Ritco Logistics Limited,INE01EG01016,EQ,NSE,RITCO,ALL_NSE,,,,YES,RITCO.NS,,7
RKDL,Ravi Kumar Distilleries Limited,INE722J01012,EQ,NSE,RKDL,ALL_NSE,,,,YES,RKDL.NS,,7
RKEC,RKEC Projects Limited,INE786W01010,EQ,NSE,RKEC,ALL_NSE,,,,YES,RKEC.NS,,7
RKSWAMY,R K Swamy Limited,INE0NQ801033,EQ,NSE,RKSWAMY,ALL_NSE,,,,YES,RKSWAMY.NS,,7
RMC,RMC Switchgears Limited,INE655V01019,BE,NSE,RMC,ALL_NSE,,,,YES,RMC.NS,,7
RMDRIP,R M Drip and Sprinklers Systems Limited,INE219Y01026,EQ,NSE,RMDRIP,ALL_NSE,,,,YES,RMDRIP.NS,,7
RML,Rane (Madras) Limited,INE050H01012,EQ,NSE,RML,ALL_NSE,,,,YES,RML.NS,,7
RNBDENIMS,R&B Denims Limited,INE012Q01039,BE,NSE,RNBDENIMS,ALL_NSE,,,,YES,RNBDENIMS.NS,,7
ROHLTD,Royal Orchid Hotels Limited,INE283H01019,EQ,NSE,ROHLTD,ALL_NSE,,,,YES,ROHLTD.NS,,7
ROLEXRINGS,Rolex Rings Limited,INE645S01024,EQ,NSE,ROLEXRINGS,ALL_NSE,,,,YES,ROLEXRINGS.NS,,7
ROLLT,Rollatainers Limited,INE927A01040,BE,NSE,ROLLT,ALL_NSE,,,,YES,ROLLT.NS,,7
ROML,Raj Oil Mills Limited,INE294G01026,EQ,NSE,ROML,ALL_NSE,,,,YES,ROML.NS,,7
ROSSARI,Rossari Biotech Limited,INE02A801020,EQ,NSE,ROSSARI,ALL_NSE,,,,YES,ROSSARI.NS,,7
ROSSELLIND,Rossell India Limited,INE847C01020,EQ,NSE,ROSSELLIND,ALL_NSE,,,,YES,ROSSELLIND.NS,,7
ROSSTECH,Rossell Techsys Limited,INE0OJW01016,EQ,NSE,ROSSTECH,ALL_NSE,,,,YES,ROSSTECH.NS,,7
ROTO,Roto Pumps Limited,INE535D01037,EQ,NSE,ROTO,ALL_NSE,,,,YES,ROTO.NS,,7
ROUTE,ROUTE MOBILE LIMITED,INE450U01017,EQ,NSE,ROUTE,ALL_NSE,,,,YES,ROUTE.NS,,7
RPEL,Raghav Productivity Enhancers Limited,INE912T01018,EQ,NSE,RPEL,ALL_NSE,,,,YES,RPEL.NS,,7
RPGLIFE,RPG Life Sciences Limited,INE105J01010,EQ,NSE,RPGLIFE,ALL_NSE,,,,YES,RPGLIFE.NS,,7
RPPINFRA,R.P.P. Infra Projects Limited,INE324L01013,EQ,NSE,RPPINFRA,ALL_NSE,,,,YES,RPPINFRA.NS,,7
RPPL,Rajshree Polypack Limited,INE760W01023,EQ,NSE,RPPL,ALL_NSE,,,,YES,RPPL.NS,,7
RPSGVENT,RPSG VENTURES LIMITED,INE425Y01011,EQ,NSE,RPSGVENT,ALL_NSE,,,,YES,RPSGVENT.NS,,7
RPTECH,Rashi Peripherals Limited,INE0J1F01024,EQ,NSE,RPTECH,ALL_NSE,,,,YES,RPTECH.NS,,7
RSL,Rajputana Stainless Limited,INE313L01016,EQ,NSE,RSL,ALL_NSE,,,,YES,RSL.NS,,7
RSSOFTWARE,R. S. Software (India) Limited,INE165B01029,BE,NSE,RSSOFTWARE,ALL_NSE,,,,YES,RSSOFTWARE.NS,,7
RSWM,RSWM Limited,INE611A01016,EQ,NSE,RSWM,ALL_NSE,,,,YES,RSWM.NS,,7
RSYSTEMS,R Systems International Limited,INE411H01032,EQ,NSE,RSYSTEMS,ALL_NSE,,,,YES,RSYSTEMS.NS,,7
RTNINDIA,RattanIndia Enterprises Limited,INE834M01019,EQ,NSE,RTNINDIA,ALL_NSE,,,,YES,RTNINDIA.NS,,7
RTNPOWER,RattanIndia Power Limited,INE399K01017,EQ,NSE,RTNPOWER,ALL_NSE,,,,YES,RTNPOWER.NS,,7
RUBFILA,Rubfila International Limited,INE642C01025,EQ,NSE,RUBFILA,ALL_NSE,,,,YES,RUBFILA.NS,,7
RUBICON,Rubicon Research Limited,INE506V01022,EQ,NSE,RUBICON,ALL_NSE,,,,YES,RUBICON.NS,,7
RUBYMILLS,The Ruby Mills Limited,INE301D01026,EQ,NSE,RUBYMILLS,ALL_NSE,,,,YES,RUBYMILLS.NS,,7
RUCHINFRA,Ruchi Infrastructure Limited,INE413B01023,EQ,NSE,RUCHINFRA,ALL_NSE,,,,YES,RUCHINFRA.NS,,7
RUCHIRA,Ruchira Papers Limited,INE803H01014,EQ,NSE,RUCHIRA,ALL_NSE,,,,YES,RUCHIRA.NS,,7
RUDRA,Rudra Global Infra Products Limited,INE027T01023,EQ,NSE,RUDRA,ALL_NSE,,,,YES,RUDRA.NS,,7
RUPA,Rupa & Company Limited,INE895B01021,EQ,NSE,RUPA,ALL_NSE,,,,YES,RUPA.NS,,7
RUSHIL,Rushil Decor Limited,INE573K01025,EQ,NSE,RUSHIL,ALL_NSE,,,,YES,RUSHIL.NS,,7
RUSTOMJEE,Keystone Realtors Limited,INE263M01029,EQ,NSE,RUSTOMJEE,ALL_NSE,,,,YES,RUSTOMJEE.NS,,7
RVHL,Ravinder Heights Limited,INE09E501017,EQ,NSE,RVHL,ALL_NSE,,,,YES,RVHL.NS,,7
RVTH,Revathi Equipment India Limited,INE0DAB01012,EQ,NSE,RVTH,ALL_NSE,,,,YES,RVTH.NS,,7
S&SPOWER,S&S Power Switchgears Limited,INE902B01017,BE,NSE,S&SPOWER,ALL_NSE,,,,YES,S&SPOWER.NS,,7
SAATVIKGL,Saatvik Green Energy Limited,INE13B501022,EQ,NSE,SAATVIKGL,ALL_NSE,,,,YES,SAATVIKGL.NS,,7
SABEVENTS,Sab Events & Governance Now Media Limited,INE860T01019,BE,NSE,SABEVENTS,ALL_NSE,,,,YES,SABEVENTS.NS,,7
SADBHAV,Sadbhav Engineering Limited,INE226H01026,BE,NSE,SADBHAV,ALL_NSE,,,,YES,SADBHAV.NS,,7
SADBHIN,Sadbhav Infrastructure Project Limited,INE764L01010,EQ,NSE,SADBHIN,ALL_NSE,,,,YES,SADBHIN.NS,,7
SADHNANIQ,Sadhana Nitrochem Limited,INE888C01040,EQ,NSE,SADHNANIQ,ALL_NSE,,,,YES,SADHNANIQ.NS,,7
SAFARI,Safari Industries (India) Limited,INE429E01023,EQ,NSE,SAFARI,ALL_NSE,,,,YES,SAFARI.NS,,7
SAGARDEEP,Sagardeep Alloys Limited,INE976T01013,EQ,NSE,SAGARDEEP,ALL_NSE,,,,YES,SAGARDEEP.NS,,7
SAGCEM,Sagar Cements Limited,INE229C01021,EQ,NSE,SAGCEM,ALL_NSE,,,,YES,SAGCEM.NS,,7
SAHLIBHFI,Shalibhadra Finance Limited,INE861D01011,EQ,NSE,SAHLIBHFI,ALL_NSE,,,,YES,SAHLIBHFI.NS,,7
SAHYADRI,Sahyadri Industries Limited,INE280H01015,EQ,NSE,SAHYADRI,ALL_NSE,,,,YES,SAHYADRI.NS,,7
SAIPARENT,Sai Parenterals Limited,INE0H9F01037,EQ,NSE,SAIPARENT,ALL_NSE,,,,YES,SAIPARENT.NS,,7
SAKAR,Sakar Healthcare Limited,INE732S01012,EQ,NSE,SAKAR,ALL_NSE,,,,YES,SAKAR.NS,,7
SAKHTISUG,Sakthi Sugars Limited,INE623A01011,EQ,NSE,SAKHTISUG,ALL_NSE,,,,YES,SAKHTISUG.NS,,7
SAKSOFT,Saksoft Limited,INE667G01023,EQ,NSE,SAKSOFT,ALL_NSE,,,,YES,SAKSOFT.NS,,7
SAKUMA,Sakuma Exports Limited,INE190H01024,BE,NSE,SAKUMA,ALL_NSE,,,,YES,SAKUMA.NS,,7
SALASAR,Salasar Techno Engineering Limited,INE170V01027,EQ,NSE,SALASAR,ALL_NSE,,,,YES,SALASAR.NS,,7
SALONA,Salona Cotspin Limited,INE498E01010,EQ,NSE,SALONA,ALL_NSE,,,,YES,SALONA.NS,,7
SALSTEEL,S.A.L. Steel Limited,INE658G01014,EQ,NSE,SALSTEEL,ALL_NSE,,,,YES,SALSTEEL.NS,,7
SALZERELEC,Salzer Electronics Limited,INE457F01013,EQ,NSE,SALZERELEC,ALL_NSE,,,,YES,SALZERELEC.NS,,7
SAMBHAAV,Sambhaav Media Limited,INE699B01027,BE,NSE,SAMBHAAV,ALL_NSE,,,,YES,SAMBHAAV.NS,,7
SAMBHV,Sambhv Steel Tubes Limited,INE12NJ01018,EQ,NSE,SAMBHV,ALL_NSE,,,,YES,SAMBHV.NS,,7
SAMHI,Samhi Hotels Limited,INE08U801020,EQ,NSE,SAMHI,ALL_NSE,,,,YES,SAMHI.NS,,7
SAMPANN,Sampann Utpadan India Limited,INE735M01018,EQ,NSE,SAMPANN,ALL_NSE,,,,YES,SAMPANN.NS,,7
SANATHAN,Sanathan Textiles Limited,INE0JPD01013,EQ,NSE,SANATHAN,ALL_NSE,,,,YES,SANATHAN.NS,,7
SANCO,Sanco Industries Limited,INE782L01012,BZ,NSE,SANCO,ALL_NSE,,,,YES,SANCO.NS,,7
SANDESH,The Sandesh Limited,INE583B01015,EQ,NSE,SANDESH,ALL_NSE,,,,YES,SANDESH.NS,,7
SANDHAR,Sandhar Technologies Limited,INE278H01035,EQ,NSE,SANDHAR,ALL_NSE,,,,YES,SANDHAR.NS,,7
SANDUMA,Sandur Manganese & Iron Ores Limited,INE149K01016,EQ,NSE,SANDUMA,ALL_NSE,,,,YES,SANDUMA.NS,,7
SANGAMIND,Sangam (India) Limited,INE495C01010,EQ,NSE,SANGAMIND,ALL_NSE,,,,YES,SANGAMIND.NS,,7
SANGHVIMOV,Sanghvi Movers Limited,INE989A01032,EQ,NSE,SANGHVIMOV,ALL_NSE,,,,YES,SANGHVIMOV.NS,,7
SANGINITA,Sanginita Chemicals Limited,INE753W01010,BE,NSE,SANGINITA,ALL_NSE,,,,YES,SANGINITA.NS,,7
SANOFI,Sanofi India Limited,INE058A01010,EQ,NSE,SANOFI,ALL_NSE,,,,YES,SANOFI.NS,,7
SANOFICONR,Sanofi Consumer Healthcare India Limited,INE0UOS01011,EQ,NSE,SANOFICONR,ALL_NSE,,,,YES,SANOFICONR.NS,,7
SANSERA,Sansera Engineering Limited,INE953O01021,EQ,NSE,SANSERA,ALL_NSE,,,,YES,SANSERA.NS,,7
SANSTAR,Sanstar Limited,INE08NE01025,EQ,NSE,SANSTAR,ALL_NSE,,,,YES,SANSTAR.NS,,7
SANWARIA,Sanwaria Consumer Limited,INE890C01046,BZ,NSE,SANWARIA,ALL_NSE,,,,YES,SANWARIA.NS,,7
SARLAPOLY,Sarla Performance Fibers Limited,INE453D01025,EQ,NSE,SARLAPOLY,ALL_NSE,,,,YES,SARLAPOLY.NS,,7
SARVESHWAR,Sarveshwar Foods Limited,INE324X01026,EQ,NSE,SARVESHWAR,ALL_NSE,,,,YES,SARVESHWAR.NS,,7
SASKEN,Sasken Technologies Limited,INE231F01020,EQ,NSE,SASKEN,ALL_NSE,,,,YES,SASKEN.NS,,7
SASTASUNDR,Sastasundar Ventures Limited,INE019J01013,EQ,NSE,SASTASUNDR,ALL_NSE,,,,YES,SASTASUNDR.NS,,7
SATIA,Satia Industries Limited,INE170E01023,EQ,NSE,SATIA,ALL_NSE,,,,YES,SATIA.NS,,7
SATIN,Satin Creditcare Network Limited,INE836B01017,EQ,NSE,SATIN,ALL_NSE,,,,YES,SATIN.NS,,7
SAURASHCEM,Saurashtra Cement Limited,INE626A01014,EQ,NSE,SAURASHCEM,ALL_NSE,,,,YES,SAURASHCEM.NS,,7
SBC,SBC Exports Limited,INE04AK01028,EQ,NSE,SBC,ALL_NSE,,,,YES,SBC.NS,,7
SBCL,Shivalik Bimetal Controls Limited,INE386D01027,EQ,NSE,SBCL,ALL_NSE,,,,YES,SBCL.NS,,7
SBGLP,Suratwwala Business Group Limited,INE05ST01028,EQ,NSE,SBGLP,ALL_NSE,,,,YES,SBGLP.NS,,7
SCHAND,S Chand And Company Limited,INE807K01035,EQ,NSE,SCHAND,ALL_NSE,,,,YES,SCHAND.NS,,7
SCILAL,Shipping Corporation of India Land and Assets Limited,INE0PB301013,EQ,NSE,SCILAL,ALL_NSE,,,,YES,SCILAL.NS,,7
SCODATUBES,Scoda Tubes Limited,INE090501011,EQ,NSE,SCODATUBES,ALL_NSE,,,,YES,SCODATUBES.NS,,7
SCPL,Sheetal Cool Products Limited,INE501Y01019,BE,NSE,SCPL,ALL_NSE,,,,YES,SCPL.NS,,7
SDBL,Som Distilleries & Breweries Limited,INE480C01038,EQ,NSE,SDBL,ALL_NSE,,,,YES,SDBL.NS,,7
SEAMECLTD,Seamec Limited,INE497B01018,EQ,NSE,SEAMECLTD,ALL_NSE,,,,YES,SEAMECLTD.NS,,7
SECMARK,SecMark Consultancy Limited,INE0BTM01013,BE,NSE,SECMARK,ALL_NSE,,,,YES,SECMARK.NS,,7
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,BE,NSE,SECURKLOUD,ALL_NSE,,,,YES,SECURKLOUD.NS,,7
SEDEMAC,SEDEMAC Mechatronics Limited,INE00XB01019,EQ,NSE,SEDEMAC,ALL_NSE,,,,YES,SEDEMAC.NS,,7
SEJALLTD,Sejal Glass Limited,INE955I01044,EQ,NSE,SEJALLTD,ALL_NSE,,,,YES,SEJALLTD.NS,,7
SELMC,SEL Manufacturing Company Limited,INE105I01020,EQ,NSE,SELMC,ALL_NSE,,,,YES,SELMC.NS,,7
SEMAC,Semac Construction Limited,INE617A01013,EQ,NSE,SEMAC,ALL_NSE,,,,YES,SEMAC.NS,,7
SENCO,Senco Gold Limited,INE602W01027,EQ,NSE,SENCO,ALL_NSE,,,,YES,SENCO.NS,,7
SENORES,Senores Pharmaceuticals Limited,INE0RB801010,EQ,NSE,SENORES,ALL_NSE,,,,YES,SENORES.NS,,7
SEPC,SEPC Limited,INE964H01014,EQ,NSE,SEPC,ALL_NSE,,,,YES,SEPC.NS,,7
SERVOTECH,Servotech Renewable Power System Limited,INE782X01033,EQ,NSE,SERVOTECH,ALL_NSE,,,,YES,SERVOTECH.NS,,7
SESHAPAPER,Seshasayee Paper and Boards Limited,INE630A01024,EQ,NSE,SESHAPAPER,ALL_NSE,,,,YES,SESHAPAPER.NS,,7
SETCO,Setco Automotive Limited,INE878E01021,BE,NSE,SETCO,ALL_NSE,,,,YES,SETCO.NS,,7
SETL,Standard Engineering Technology Limited,INE0M4D01010,EQ,NSE,SETL,ALL_NSE,,,,YES,SETL.NS,,7
SETUINFRA,Setubandhan Infrastructure Limited,INE023M01027,BZ,NSE,SETUINFRA,ALL_NSE,,,,YES,SETUINFRA.NS,,7
SEYAIND,Seya Industries Limited,INE573R01012,BE,NSE,SEYAIND,ALL_NSE,,,,YES,SEYAIND.NS,,7
SFL,Sheela Foam Limited,INE916U01025,EQ,NSE,SFL,ALL_NSE,,,,YES,SFL.NS,,7
SGFIN,SG Finserve Limited,INE618R01015,EQ,NSE,SGFIN,ALL_NSE,,,,YES,SGFIN.NS,,7
SGIL,Synergy Green Industries Limited,INE00QT01015,EQ,NSE,SGIL,ALL_NSE,,,,YES,SGIL.NS,,7
SGL,STL Global Limited,INE353H01010,EQ,NSE,SGL,ALL_NSE,,,,YES,SGL.NS,,7
SGMART,SG Mart Limited,INE385F01024,EQ,NSE,SGMART,ALL_NSE,,,,YES,SGMART.NS,,7
SHADOWFAX,Shadowfax Technologies Limited,INE12UN01015,EQ,NSE,SHADOWFAX,ALL_NSE,,,,YES,SHADOWFAX.NS,,7
SHAH,Shah Metacorp Limited,INE482J01021,EQ,NSE,SHAH,ALL_NSE,,,,YES,SHAH.NS,,7
SHAHALLOYS,Shah Alloys Limited,INE640C01011,EQ,NSE,SHAHALLOYS,ALL_NSE,,,,YES,SHAHALLOYS.NS,,7
SHAILY,Shaily Engineering Plastics Limited,INE151G01028,EQ,NSE,SHAILY,ALL_NSE,,,,YES,SHAILY.NS,,7
SHAKTIPUMP,Shakti Pumps (India) Limited,INE908D01010,EQ,NSE,SHAKTIPUMP,ALL_NSE,,,,YES,SHAKTIPUMP.NS,,7
SHALBY,Shalby Limited,INE597J01018,EQ,NSE,SHALBY,ALL_NSE,,,,YES,SHALBY.NS,,7
SHALPAINTS,Shalimar Paints Limited,INE849C01026,EQ,NSE,SHALPAINTS,ALL_NSE,,,,YES,SHALPAINTS.NS,,7
SHANKARA,Shankara Building Products Limited,INE274V01019,BE,NSE,SHANKARA,ALL_NSE,,,,YES,SHANKARA.NS,,7
SHANTI,Shanti Overseas (India) Limited,INE933X01016,EQ,NSE,SHANTI,ALL_NSE,,,,YES,SHANTI.NS,,7
SHANTIGEAR,Shanthi Gears Limited,INE631A01022,EQ,NSE,SHANTIGEAR,ALL_NSE,,,,YES,SHANTIGEAR.NS,,7
